gamma,2nd_X1_error_N_4,2nd_X1_error_N_6,2nd_X1_error_N_8
4.854225764302808,0.04848598997485374,0.07120334670746069,0.0034380070082461263
4.870141258611998,0.047431981033874755,0.07180517250067103,0.004006811983398064
4.886056752921188,0.04637154841501781,0.07239694530909564,0.0046647838070586
4.901972247230376,0.04530507489240269,0.07297861543841193,0.005375181540905612
4.917887741539566,0.044232948025165905,0.07355013457444598,0.00611697695011992
4.933803235848756,0.043155566883762236,0.07411145583050341,0.006877942520682015
4.9497187301579455,0.042073311565639815,0.07466253373763632,0.0076506930539383365
4.965634224467135,0.04098660624787934,0.07520332426611154,0.008430573877334509
4.981549718776324,0.03989585124395778,0.07573378481515651,0.009214544691314976
4.997465213085514,0.03880148801997595,0.07625387419402783,0.010000525100529862
5.013380707394703,0.03770392867957454,0.07676355518827543,0.010787064976655884
5.029296201703893,0.03660361902754093,0.07726278201591931,0.011573115946747904
5.045211696013083,0.035501027652001416,0.07775152531060428,0.01235790264402841
5.061127190322272,0.03439661455655713,0.0782297471864804,0.013140838498210086
5.077042684631461,0.03329087383271713,0.07869741369320694,0.013921470988983177
5.092958178940651,0.03218431673725371,0.07915449239374062,0.014699444558859208
5.108873673249841,0.03107747943734914,0.07960095220049582,0.015474475176079666
5.1247891675590305,0.029981492553625196,0.08003676355950418,0.01624633264466336
5.14070466186822,0.028971145674855765,0.08046189841087709,0.01701482763597848
5.156620156177409,0.027958536519531965,0.08087633001597586,0.017779802475988263
5.172535650486599,0.026944299112321844,0.08128003330402624,0.018541124271944133
5.188451144795788,0.025929130664493306,0.08167298453080557,0.019298679858705276
5.204366639104978,0.024913806901164605,0.08205516146801467,0.02009574375769547
5.220282133414168,0.02389920325978704,0.08242654337626976,0.02089582863275031
5.236197627723357,0.022886296562696272,0.0827871109683386,0.021693425737238443
5.252113122032546,0.021876192808558955,0.08313684642995485,0.02248844175416649
